date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:47	385/385	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2001:31:47%20GMT	http://www.mich-ca.org/robots.txt		(from )
21:31:47	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2001:31:47%20GMT	http://www.mich-ca.org/	D:/MichCA/MichCA/www.mich-ca.org/index.html	(from )
21:31:48	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2001:31:48%20GMT	http://www.mich-ca.org/homepage.htm;jsessionid=332CBA4B12AF736CA22CA6320C20635A	D:/MichCA/MichCA/www.mich-ca.org/homepage.htm;jsessionid=332CBA4B12AF736CA22CA6320C20635A	(from http://www.mich-ca.org/)
21:31:49	38302/38302	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:31:48%20GMT	http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&	D:/MichCA/MichCA/www.mich-ca.org/displayPage78af.html	(from http://www.mich-ca.org/)
21:31:49	31346/31346	---M--	200	added ('OK')	text/css	etag:W/%2231346-1427497854000%22	http://www.mich-ca.org/css/jquery-ui.css	D:/MichCA/MichCA/www.mich-ca.org/css/jquery-ui.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:50	9412/9412	---M--	200	added ('OK')	text/css	etag:W/%229412-1431131308000%22	http://www.mich-ca.org/css/style.css	D:/MichCA/MichCA/www.mich-ca.org/css/style.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:50	6533/6533	---M--	200	added ('OK')	text/css	etag:W/%226533-1429485064000%22	http://www.mich-ca.org/css/style_new.css	D:/MichCA/MichCA/www.mich-ca.org/css/style_new.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:51	2796/2796	---M--	200	added ('OK')	text/css	etag:W/%222796-1432773566000%22	http://www.mich-ca.org/css/grid_12.css	D:/MichCA/MichCA/www.mich-ca.org/css/grid_12.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:51	882/882	---M--	200	added ('OK')	text/css	etag:W/%22882-1427497854000%22	http://www.mich-ca.org/css/slider.css	D:/MichCA/MichCA/www.mich-ca.org/css/slider.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:51	1868/1868	---M--	200	added ('OK')	text/css	etag:W/%221868-1427497854000%22	http://www.mich-ca.org/js/Slicebox/css/custom.css	D:/MichCA/MichCA/www.mich-ca.org/js/Slicebox/css/custom.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:51	1885/1885	---M--	200	added ('OK')	text/css	etag:W/%221885-1427497854000%22	http://www.mich-ca.org/js/Slicebox/css/slicebox.css	D:/MichCA/MichCA/www.mich-ca.org/js/Slicebox/css/slicebox.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:51	696/696	---M--	200	added ('OK')	text/css	etag:W/%22696-1427497854000%22	http://www.mich-ca.org/js/basic-jquery-slider/bjqs.css	D:/MichCA/MichCA/www.mich-ca.org/js/basic-jquery-slider/bjqs.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:52	1054/1054	---M--	200	added ('OK')	text/css	etag:W/%221054-1427497854000%22	http://www.mich-ca.org/js/basic-jquery-slider/demo.css	D:/MichCA/MichCA/www.mich-ca.org/js/basic-jquery-slider/demo.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:52	4269/4269	---M--	200	added ('OK')	text/css	etag:W/%224269-1430019756000%22	http://www.mich-ca.org/css/nav-michca-blue-yellow.css	D:/MichCA/MichCA/www.mich-ca.org/css/nav-michca-blue-yellow.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:52	1749/1749	---M--	200	added ('OK')	text/css	etag:W/%221749-1429830146000%22	http://www.mich-ca.org/css/nav-sub-michca.css	D:/MichCA/MichCA/www.mich-ca.org/css/nav-sub-michca.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:52	4273/4273	---M--	200	added ('OK')	text/css	etag:W/%224273-1427497854000%22	http://www.mich-ca.org/js/msdropdown/css/msdropdown/dd.css	D:/MichCA/MichCA/www.mich-ca.org/js/msdropdown/css/msdropdown/dd.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:53	10271/10271	---M--	200	added ('OK')	text/css	etag:W/%2210271-1427497854000%22	http://www.mich-ca.org/js/msdropdown/css/msdropdown/flags.css	D:/MichCA/MichCA/www.mich-ca.org/js/msdropdown/css/msdropdown/flags.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:53	294/294	---M--	200	added ('OK')	text/css	etag:W/%22294-1427497854000%22	http://www.mich-ca.org/css/themes/base/jquery.ui.all.css	D:/MichCA/MichCA/www.mich-ca.org/css/themes/base/jquery.ui.all.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:53	3515/3515	---M--	200	added ('OK')	text/css	etag:W/%223515-1427497854000%22	http://www.mich-ca.org/js/jPages/css/style.css	D:/MichCA/MichCA/www.mich-ca.org/js/jPages/css/style.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:53	564/564	---M--	200	added ('OK')	text/css	etag:W/%22564-1427497854000%22	http://www.mich-ca.org/js/jPages/css/jPages.css	D:/MichCA/MichCA/www.mich-ca.org/js/jPages/css/jPages.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:54	68564/68564	---M--	200	added ('OK')	text/css	etag:W/%2268564-1427497854000%22	http://www.mich-ca.org/js/jPages/css/animate.css	D:/MichCA/MichCA/www.mich-ca.org/js/jPages/css/animate.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:54	2020/2020	---M--	200	added ('OK')	text/css	etag:W/%222020-1427497854000%22	http://www.mich-ca.org/js/jqzoom_ev-2.3/css/jquery.jqzoom.css	D:/MichCA/MichCA/www.mich-ca.org/js/jqzoom_ev-2.3/css/jquery.jqzoom.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:55	399/399	---M--	200	added ('OK')	text/css	etag:W/%22399-1427497854000%22	http://www.mich-ca.org/js/jqzoom_ev-2.3/css/jqzoom.css	D:/MichCA/MichCA/www.mich-ca.org/js/jqzoom_ev-2.3/css/jqzoom.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:55	2274/2274	---M--	200	added ('OK')	text/css	etag:W/%222274-1431020318000%22	http://www.mich-ca.org/css/product_view/css/style.css	D:/MichCA/MichCA/www.mich-ca.org/css/product_view/css/style.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:55	4740/4740	---M--	200	added ('OK')	text/css	etag:W/%224740-1427497854000%22	http://www.mich-ca.org/js/ad-gallery/jquery.ad-gallery.css	D:/MichCA/MichCA/www.mich-ca.org/js/ad-gallery/jquery.ad-gallery.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:55	2228/2228	---M--	200	added ('OK')	text/css	etag:W/%222228-1427497854000%22	http://www.mich-ca.org/css/jcarousel/jcarousel.responsive.css	D:/MichCA/MichCA/www.mich-ca.org/css/jcarousel/jcarousel.responsive.css	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:56	8111/8111	---M--	200	added ('OK')	application/javascript	etag:W/%228111-1427497854000%22	http://www.mich-ca.org/js/modernizr.js	D:/MichCA/MichCA/www.mich-ca.org/js/modernizr.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:57	129/129	---M--	200	added ('OK')	application/javascript	etag:W/%22129-1427497854000%22	http://www.mich-ca.org/js/cufon-replace.js	D:/MichCA/MichCA/www.mich-ca.org/js/cufon-replace.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:31:59	18158/18158	---M--	200	added ('OK')	application/javascript	etag:W/%2218158-1427497854000%22	http://www.mich-ca.org/js/cufon-yui.js	D:/MichCA/MichCA/www.mich-ca.org/js/cufon-yui.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:02	29340/29340	---M--	200	added ('OK')	application/javascript	etag:W/%2229340-1427497854000%22	http://www.mich-ca.org/js/Bilbo_400.font.js	D:/MichCA/MichCA/www.mich-ca.org/js/Bilbo_400.font.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:03	3174/3174	---M--	200	added ('OK')	application/javascript	etag:W/%223174-1427497854000%22	http://www.mich-ca.org/js/hoverIntent.js	D:/MichCA/MichCA/www.mich-ca.org/js/hoverIntent.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:04	3517/3517	---M--	200	added ('OK')	application/javascript	etag:W/%223517-1427497854000%22	http://www.mich-ca.org/js/jquery.easing.1.3.js	D:/MichCA/MichCA/www.mich-ca.org/js/jquery.easing.1.3.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:05	35400/35400	---M--	200	added ('OK')	application/javascript	etag:W/%2235400-1427497854000%22	http://www.mich-ca.org/js/tms-0.4.1.js	D:/MichCA/MichCA/www.mich-ca.org/js/tms-0.4.1.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:06	15994/15994	---M--	200	added ('OK')	application/javascript	etag:W/%2215994-1427497854000%22	http://www.mich-ca.org/js/jquery.media.js	D:/MichCA/MichCA/www.mich-ca.org/js/jquery.media.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:08	9201/9201	---M--	200	added ('OK')	application/javascript	etag:W/%229201-1427497854000%22	http://www.mich-ca.org/js/Slicebox/js/modernizr.custom.46884.js	D:/MichCA/MichCA/www.mich-ca.org/js/Slicebox/js/modernizr.custom.46884.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:09	24433/24433	---M--	200	added ('OK')	application/javascript	etag:W/%2224433-1427497854000%22	http://www.mich-ca.org/js/Slicebox/js/jquery.slicebox.js	D:/MichCA/MichCA/www.mich-ca.org/js/Slicebox/js/jquery.slicebox.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:10	6970/6970	---M--	200	added ('OK')	application/javascript	etag:W/%226970-1427497854000%22	http://www.mich-ca.org/js/basic-jquery-slider/js/bjqs-1.3.min.js	D:/MichCA/MichCA/www.mich-ca.org/js/basic-jquery-slider/js/bjqs-1.3.min.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:11	8865/8865	---M--	200	added ('OK')	application/javascript	etag:W/%228865-1427497854000%22	http://www.mich-ca.org/js/ui/jquery.ui.core.js	D:/MichCA/MichCA/www.mich-ca.org/js/ui/jquery.ui.core.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:11	7005/7005	---M--	200	added ('OK')	application/javascript	etag:W/%227005-1427497854000%22	http://www.mich-ca.org/js/ui/jquery.ui.widget.js	D:/MichCA/MichCA/www.mich-ca.org/js/ui/jquery.ui.widget.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:15	21171/21171	---M--	200	added ('OK')	application/javascript	etag:W/%2221171-1427497854000%22	http://www.mich-ca.org/js/msdropdown/js/msdropdown/jquery.dd.min.js	D:/MichCA/MichCA/www.mich-ca.org/js/msdropdown/js/msdropdown/jquery.dd.min.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:18	18313/18313	---M--	200	added ('OK')	application/javascript	etag:W/%2218313-1427497854000%22	http://www.mich-ca.org/js/jPages/js/jPages.js	D:/MichCA/MichCA/www.mich-ca.org/js/jPages/js/jPages.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:20	5919/5919	---M--	200	added ('OK')	application/javascript	etag:W/%225919-1427497854000%22	http://www.mich-ca.org/js/jPages/js/jquery.lazyload.js	D:/MichCA/MichCA/www.mich-ca.org/js/jPages/js/jquery.lazyload.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:23	77505/77505	---M--	200	added ('OK')	application/javascript	etag:W/%2277505-1427497854000%22	http://www.mich-ca.org/js/ui/jquery.ui.datepicker.js	D:/MichCA/MichCA/www.mich-ca.org/js/ui/jquery.ui.datepicker.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:26	34237/34237	---M--	200	added ('OK')	application/javascript	etag:W/%2234237-1427497854000%22	http://www.mich-ca.org/js/ad-gallery/jquery.ad-gallery.js	D:/MichCA/MichCA/www.mich-ca.org/js/ad-gallery/jquery.ad-gallery.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:28	30590/30590	---M--	200	added ('OK')	application/javascript	etag:W/%2230590-1427497854000%22	http://www.mich-ca.org/js/jqzoom_ev-2.3/js/jquery.jqzoom-core.js	D:/MichCA/MichCA/www.mich-ca.org/js/jqzoom_ev-2.3/js/jquery.jqzoom-core.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:29	17203/17203	---M--	200	added ('OK')	application/javascript	etag:W/%2217203-1427497854000%22	http://www.mich-ca.org/js/jcarousel/jquery.jcarousel.min.js	D:/MichCA/MichCA/www.mich-ca.org/js/jcarousel/jquery.jcarousel.min.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:29	1403/1403	---M--	200	added ('OK')	application/javascript	etag:W/%221403-1427497854000%22	http://www.mich-ca.org/js/jcarousel/jcarousel.responsive.js	D:/MichCA/MichCA/www.mich-ca.org/js/jcarousel/jcarousel.responsive.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:31	8902/8902	---M--	200	added ('OK')	application/javascript	etag:W/%228902-1427497854000%22	http://www.mich-ca.org/js/jquery.iframe-transport.js	D:/MichCA/MichCA/www.mich-ca.org/js/jquery.iframe-transport.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:32	15324/15324	---M--	200	added ('OK')	application/javascript	etag:W/%2215324-1427497854000%22	http://www.mich-ca.org/js/vendor/jquery.ui.widget.js	D:/MichCA/MichCA/www.mich-ca.org/js/vendor/jquery.ui.widget.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:33	6698/6698	---M--	200	added ('OK')	application/javascript	etag:W/%226698-1440178720000%22	http://www.mich-ca.org/js/myuploadfunction.js	D:/MichCA/MichCA/www.mich-ca.org/js/myuploadfunction.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:33	745/745	---M--	200	added ('OK')	application/javascript	etag:W/%22745-1440191572000%22	http://www.mich-ca.org/js/vccart.js	D:/MichCA/MichCA/www.mich-ca.org/js/vccart.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:34	265217/265217	---M--	200	added ('OK')	application/javascript	etag:W/%22265217-1427497854000%22	http://www.mich-ca.org/js/jquery-1.8.2.js	D:/MichCA/MichCA/www.mich-ca.org/js/jquery-1.8.2.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:34	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2001:32:34%20GMT	http://www.mich-ca.org/homepage.htm	D:/MichCA/MichCA/www.mich-ca.org/homepage.htm	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:35	5236/5236	---M--	200	added ('OK')	image/jpeg	etag:W/%225236-1435164848000%22	http://www.mich-ca.org/images/michca/uploaded/box_130x90/michca_logo_a_big-19042015-124501.jpg	D:/MichCA/MichCA/www.mich-ca.org/images/michca/uploaded/box_130x90/michca_logo_a_big-19042015-124501.jpg	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:36	5920/5920	---M--	200	added ('OK')	image/jpeg	etag:W/%225920-1429470740000%22	http://www.mich-ca.org/images/michca/uploaded/box_300x50/cropped-cropped-michca_logo_a_big-19042015-124949.jpg	D:/MichCA/MichCA/www.mich-ca.org/images/michca/uploaded/box_300x50/cropped-cropped-michca_logo_a_big-19042015-124949.jpg	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:36	38303/38303	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:36%20GMT	http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&	D:/MichCA/MichCA/www.mich-ca.org/displayPage4794.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:37	829/829	---M--	200	added ('OK')	image/png	etag:W/%22829-1435851600000%22	http://www.mich-ca.org/images/michca/uploaded/box_18x14/home-icon-gold-02072015-103959.png	D:/MichCA/MichCA/www.mich-ca.org/images/michca/uploaded/box_18x14/home-icon-gold-02072015-103959.png	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:38	42585/42585	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:37%20GMT	http://www.mich-ca.org/displayPage.htm?pgname=TOURNAMENTS&pg_right_bar=RIGHT_BAR1&	D:/MichCA/MichCA/www.mich-ca.org/displayPage4ea2.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:38	55995/55995	---M--	200	added ('OK')	application/javascript	etag:W/%2255995-1427497854000%22	http://www.mich-ca.org/js/jquery.fileupload.js	D:/MichCA/MichCA/www.mich-ca.org/js/jquery.fileupload.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:39	47191/47191	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:39%20GMT	http://www.mich-ca.org/displayArticle.htm?id=303	D:/MichCA/MichCA/www.mich-ca.org/displayArticle4479.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:40	26071/26071	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:40%20GMT	http://www.mich-ca.org/displayArticle.htm?id=2	D:/MichCA/MichCA/www.mich-ca.org/displayArticle0b30.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:41	26403/26403	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:41%20GMT	http://www.mich-ca.org/displayArticle.htm?id=85	D:/MichCA/MichCA/www.mich-ca.org/displayArticle7845.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:42	27627/27627	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:42%20GMT	http://www.mich-ca.org/displayArticle.htm?id=84	D:/MichCA/MichCA/www.mich-ca.org/displayArticle9dbc.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:42	365674/365674	---M--	200	added ('OK')	application/javascript	etag:W/%22365674-1427497854000%22	http://www.mich-ca.org/js/jquery-ui.js	D:/MichCA/MichCA/www.mich-ca.org/js/jquery-ui.js	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:43	27526/27526	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:43%20GMT	http://www.mich-ca.org/displayArticle.htm?id=4	D:/MichCA/MichCA/www.mich-ca.org/displayArticledcfd.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:44	27758/27758	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:44%20GMT	http://www.mich-ca.org/displayArticle.htm?id=3	D:/MichCA/MichCA/www.mich-ca.org/displayArticled708.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:45	23567/23567	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:45%20GMT	http://www.mich-ca.org/displayArticle.htm?id=304	D:/MichCA/MichCA/www.mich-ca.org/displayArticlefe69.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:46	22932/22932	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:46%20GMT	http://www.mich-ca.org/displayArticle.htm?id=307	D:/MichCA/MichCA/www.mich-ca.org/displayArticleb61b.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:47	22238/22238	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:47%20GMT	http://www.mich-ca.org/displayArticle.htm?id=309	D:/MichCA/MichCA/www.mich-ca.org/displayArticle731a.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:48	22553/22553	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:48%20GMT	http://www.mich-ca.org/displayArticle.htm?id=310	D:/MichCA/MichCA/www.mich-ca.org/displayArticlefe9a.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:48	22553/22553	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:48%20GMT	http://www.mich-ca.org/displayArticle.htm?id=311	D:/MichCA/MichCA/www.mich-ca.org/displayArticlefe88.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:49	22551/22551	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:49%20GMT	http://www.mich-ca.org/displayArticle.htm?id=312	D:/MichCA/MichCA/www.mich-ca.org/displayArticle9c3a.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:50	22577/22577	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:50%20GMT	http://www.mich-ca.org/displayArticle.htm?id=308	D:/MichCA/MichCA/www.mich-ca.org/displayArticlefc9a.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:51	22558/22558	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:51%20GMT	http://www.mich-ca.org/displayArticle.htm?id=306	D:/MichCA/MichCA/www.mich-ca.org/displayArticle0bd8.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:52	23026/23026	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:52%20GMT	http://www.mich-ca.org/displayArticle.htm?id=314	D:/MichCA/MichCA/www.mich-ca.org/displayArticle5844.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:52	22392/22392	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:52%20GMT	http://www.mich-ca.org/displayArticle.htm?id=328	D:/MichCA/MichCA/www.mich-ca.org/displayArticle008c.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
21:32:53	22562/22562	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2001:32:53%20GMT	http://www.mich-ca.org/displayArticle.htm?id=327	D:/MichCA/MichCA/www.mich-ca.org/displayArticlef3bf.html	(from http://www.mich-ca.org/displayPage.htm?pgname=HOME,%20RIGHT_BAR2&pg_right_bar=RIGHT_BAR2&)
